Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
"January 13, 2000",12:38,"Off Marsa el-Brega, Libya",Avisto,?,Tripoli IAP - Marsa el-Brega,Shorts 360-300,HB-AAM,SH-3763,41,22,0,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines."
"January 13, 2004",19:40,"Tashkent, Uzbekistan",Uzbekistan Airways,1154,Termez - Tashkent,Yakovlev YAK-40,UK-87985,9540844,37,37,0,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area. Crew error.",41.2994958,69.2400734
"January 13, 2005",05:20Z,"Manguipayan, Colombia",Military - Colombian government,?,?,Black Hawk helicopter,?,?,20,20,0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.
"January 13, 2005",16:10,"Tura,Siberia, Russia",Tura Air Enterprise,?,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.,64.2738514,100.2187928
"January 13, 2005",22:18,"Keene, New Hampshire",AirNow,?,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,1,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",42.933692,-72.2781409
"January 14, 1922",?,"Paris, France",Handley Page Transport,?,?,Handley Page O/10,G-EATN,HP-43,5,5,5,Crashed at Le Bourget field.,48.856614,2.3522219
"January 14, 1933",?,"Newark, New Jersey",Eastern Air Transport,?,Test flight,Curtiss Condor 18,NC185H,?,2,2,0,Went into a vertical bank and crashed and burned.,40.735657,-74.1723667
"January 14, 1936",19:32,"Goodwin, Arkansas",American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17,17,0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls.",34.9381496,-91.0209529
"January 14, 1945",?,China,China National Aviation Corporation,?,?,Douglas C-47,70,?,6,4,0,The cargo plane struck a mountain.,35.86166,104.195397
"January 14, 1946",?,"Near Netrubezh, Russia",Aeroflot,?,"Kharkov, Ukraine - Moscow",Lisunov Li-2,SSSR-4150,?,22,22,0,Experienced severe icing resulting in buffeting and structural failure.,52.1541039,36.8163088
"January 14, 1947",09:00,"Near Puebla, Mexico",Military - Mexican Air Force,?,Puebla - Oaxaca,Lockheed C-60 Lodestar,60-03,?,21,21,0,Crashed and burned moments after takeoff. Failure of the right engine.,19.0412967,-98.20619959999999
"January 14, 1951",14:13,"Philadelphia, Pennsylvania",National Airlines,83,Newark - Philadelphia,Douglas DC-4-1009,N74685,43102,28,7,0,"The plane overshot the landing, ran into a ditch and caught fire. Pilot error in electing to land long, on a wet and snow covered runway instead of executing a missed approach.",39.9525839,-75.1652215
"January 14, 1954",?,"Prague, Czechoslovakia",Ceskoslovenske Aerolinie,?,Praha - Moravska - Ostrava,Douglas DC-3 (C-47A-DK),OK-WDS,11854,15,15,0,Crashed during takeoff.,50.0754452,14.4140315
"January 14, 1954",?,"Rome, Italy",Philippine Air Lines,?,"Beirut, Lebanon - Rome, Italy",Douglas DC-6,PI-C294,42903/150,16,16,0,Crashed in a steep dive while making an IFR landing in turbulence following an engine fire. Probably lost a wing during a pull out from a steep dive.,41.9027835,12.4963655
"January 14, 1959",?,"Panther Peak, California",California Air Freight,?,"Burbank, CA - Seattle, WA",Curtiss C-46F,N1240N,22404,2,2,0,The cargo plane crashed into Panther Peak while en route.,36.5832769,-118.7156531
"January 14, 1963",23:28,"Barter Island, Alaska",Wien Alaska Airlines,?,?,Beech AT-11,N65458,?,6,5,0,Crashed in poor weather conditions while on final approach. Continued VFR flight into adverse weather conditions. Descended below obstructing terrain during night VFR approach.,70.1266685,-143.663435
"January 14, 1970",?,"Mt. Pumacona, Peru",Faucett,?,Trujillo - Juanjui,Douglas DC-4,OB-R-776,10591,28,28,0,"Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors  ATC error, navigational aids not functional."
"January 14, 1977",?,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,?,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,463,12,12,0,Crashed into Little Herman Mountain while on approach.,54.5181925,-128.603154
"January 14, 1980",14:00,"Shungnak, Alaska",Ambler Air Service,?,"Ambler, AK - Kobuk, AK",Cessna 185A,N1690Z,185-0490,9,7,0,Crashed. Continued VFR flight into adverse weather conditions.,66.8880556,-157.1363888
"January 14, 1981",?,"Ramstein AFB, West Germany",Military - U.S. Air Force,?,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,69-6581,4357,11,11,0,"Stalled, crashed shortly after taking off.",49.4400412,7.597129000000001
"January 14, 1982",?,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,?,?,Antonov AN-26,71383,?,73,73,0,Shot down by rebel forces.,8.9806034,38.7577605
"January 14, 1983",?,"Near Karimui, Papua New Guinea",Talair,?,?,Britten Norman BN-2A-20 Trislander,P2-ISH,0757,10,10,0,?,-6.497263999999999,144.823628
"January 14, 1993",08:30,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,?,Bronson - Wrangell,Douglas C-47A,C-FAAM,9862,2,2,0,"After takeoff, the cargo plane, banked sharply went nose-down and crashed.",56.7,-131
"January 14, 1995",04:40,"Blyn, Washington",Air Taxi - Coastal Airways Inc.,?,"Sequim, WA - Seattle, WA",Cessna 172N,N1535E,17271039,4,3,0,"Departed Sequin inVFR conditons towards a cloud bank, at night, turning south towards upsloping terrain. Pilot reported turbulence and structural problem before crashing. VFR flight into IMC.",48.0223129,-123.0060075
"January 14, 1995",19:45,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,?,"Los Angeles, CA - Burbank, CA",Bell 206B,N2209P,3520,4,2,0,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.,34.0522342,-118.2436849
"January 14, 2001",17:29,"Near Lake Point, Utah",Skydive Salt Lake - Charter,?,Skydiving,Beech A90 King Air,N616F,LJ-165,9,9,0,"Crashed into the Great Salt Lake with skydivers during a final approach to Tooele. The pilot's exercise of poor judgment and his failure to maintain a safe altitude/clearance above the water. Contributing factors were the weather conditions that included low ceiling and visibility obscured by snow and mist, an inadequately equipped airplane for flying in instrument meteorological conditions, and the pilot's overconfidence in his personal ability in that he had reportedly done this on two previous occasions.",40.7013331,-112.2477242
"January 14, 2002",07:28,"Bilbao, Spain",Ibertrans Aérea,1278,Madrid - Bilbao,Embraer EMB-120 Brasilia,EC-GTJ,120-024,3,3,0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",43.2630126,-2.9349852
"January 14, 2008",05:08,"Off Lihu, Hawaii",Apline Aviation,?,Lihu - Kauai,Beechcraft 1900C-1,N410UB,UC-70,1,1,0,"The cargo plane was carrying mail when it crashed into the sea, 7 miles south of Lihu. The pilot's spatial disorientation and loss of situational awareness. Contributing to the accident were the dark night and the task requirements of simultaneously monitoring the cockpit instruments and the other airplane.",19.8967662,-155.5827818
"January 15, 1934",18:15,"Corbigny, France",Air France,?,Saigon - Paris,Dewoitine D-332,F-AMMY,01,14,14,0,"The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named ""Emeraude.""",47.257618,3.684328
"January 15, 1941",?,"Off  Fernando de Noronha, Brazil",LATI,?,?,Savoia-Marchetti SM-75,I-BAYR,32013,10,10,0,Crashed near the Equator after the crew had lost an engine. Three hours later an SOS was transmitted.,-3.8576305,-32.4297369
"January 15, 1943",?,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,?,?,Douglas C-54A,42-32939,?,35,35,0,Crashed along the coast of South American while en route to Africa.
"January 15, 1944",?,"Belgrad, Yugoslavia",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ADQW,640610,5,5,0,Pilot error.,44.7891785,20.4418578
"January 15, 1946",18:25,"Marseilles, France",Military -Royal Air Force,?,?,Douglas C-47 Dakota,KN557,33171,25,23,0,Crashed into a mountainside in a snowstorm.,43.296482,5.36978
"January 15, 1949",?,"Ras-el-Tin, Egypt",Pan African Air Charter,?,?,Douglas C-54 Skymaster,ZS-AYB,19584,30,30,0,Ditched in a lagoon.,31.206074,29.881599
"January 15, 1953",04:48,"25 nm off Agrigento, Italy",Military -Royal Air Force,-,?,Vickers Valetta Mk1 / Avero Lancaster,VX562 / TX270,?,26,26,0,"Both aircraft crashed after a midair collision at approximately 1,500 ft.  Weather conditions at the time were a factor with localized thundrestorms, heavy rain and hail. The court of enquiry was of the opinion that no responsibility could be attached to any individual.  Although evidence revealed that the  Malta FlightInformation Center were not in possession of full information on the Lancaster's sortie, it was not a contributory cause. Nineteen killed aboard the Vickers, 7 aboard the Lancaster.",37.3110897,13.5765475
"January 15, 1963",?,"Sao Paulo, Brazil",Cruzeiro,?,?,Convair CV-240-0,PP-CEV,006,45,6,7,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain.,-23.5505199,-46.63330939999999
"January 15, 1966",c 20:55,"Off Cartagena, Colombia",AVIANCA,4,Bogata - Crespo,Douglas DC-6-54B,HK-730,18325,64,56,0,Crashed shortly after taking off. The plane rose less than 100 ft. and then crashed into shallow water.  Possible engine failure. Maintenance error and inadequate inspections.,10.3910485,-75.4794257
"January 15, 1968",07:54,"Zifta, Egypt",United Arab Airlines,?,Cairo - Beirut,Douglas DC-3,SU-AJG,?,4,4,0,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground.",30.7066802,31.2447709
"January 15, 1975",?,"Budapest, Hunary",Malev Hungarian Airlines,?,Berlin - Budapest,Ilyushin IL-18V,HA-MOH,184007104,9,9,0,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident.",47.497912,19.040235
"January 15, 1976",14:24,"Orofino, Idaho",Green Acres - Air Taxi,?,"Butte, MT - Kooskia, ID",Bellanca 17-30,N7385V,?,3,3,0,"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route.  Continued VFR flight into adverse weather.",46.479347,-116.2551395
"January 15, 1976",?,"Near Bogota, Colombia",Taxi Aereo el Venado,?,Bogota - La Macarene,Douglas C-54A,HK-172,10280,13,13,0,"Hit an 11,620 ft. mountain in poor weather.",4.710988599999999,-74.072092
"January 15, 1977",?,"Kalvesta, Sweden",Skyline Sweden,?,Malmo - Bromma,Vickers Viscount 838,SE-FOZ,372,22,22,0,"The aircraft suddenly dove to the earth into an apartment parking lot from an altitude of 1,150 feet. Icing of the stabilizer leading to stabilizer stall. The No.2 and No.3 engines had been running with reduced power and the anti-icing system temperature was too low.",59.38333300000001,17.85
"January 15, 1979",13:05,"Minsk, Russia",Aeroflot,7502,Tallinn - Minsk,Antonov AN-24N,CCCP46807,67302207,13,13,0,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.,53.90453979999999,27.5615244
"January 15, 1987",12:52,"Salt Lake City, Utah",Skywest Airlines / Private.,1834,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,N163SW / N6485U,TC-327 /,10,10,0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection.",40.7607793,-111.8910474
